Name,Code,Instructor,School,Department,Semester,Term,Time,Description
Special Projects,AFVS 91R,Saunders,FAS,"Art, Film, and Visual Studies",2019 Fall,Full Term,,Open to a limited number of students who wish to carry out a special project under supervision. Students wishing to enroll in AFVS 91r must find a member of the faculty to advise the project and submit an application to the Director of Undergraduate Studies.
Special Projects,AFVS 91R,Saunders,FAS,"Art, Film, and Visual Studies",2020 Spring,Full Term,,Open to a limited number of students who wish to carry out a special project under supervision. Students wishing to enroll in AFVS 91r must find a member of the faculty to advise the project and submit an application to the Director of Undergraduate Studies.
Tutorial - Sophomore Year,AFVS 97,Burin,FAS,"Art, Film, and Visual Studies",2020 Spring,Full Term,6:00pm - 8:00pm,"A tutorial course on the foundations and subjects of Art, Film and Visual Studies, encompassing Film, Video and Animation; Studio Art and Photography; Film Studies; Environmental Studies; Design; and Curatorial Studies, including the work of both the Harvard Film Archive and the Carpenter Center for the Visual Arts.   Supported by readings, projects and screenings, the tutorial is taught by a rotation of the regular and visiting faculty."
Tutorial - Junior Year,AFVS 98R,Saunders,FAS,"Art, Film, and Visual Studies",2019 Fall,Full Term,,"This research-based writing workshop is required for all AFVS undergraduate concentrators in the film and visual studies track.For concentrators in the film/video or studio art tracks, this tutorial offers individual instruction in subjects of special interest that cannot be studied in regular courses. Concentrators wishing to take a tutorial in their junior year must find a member of the faculty to advise the project and submit an application to the Director of Undergraduate Studies."
Tutorial - Junior Year,AFVS 98R,Saunders,FAS,"Art, Film, and Visual Studies",2020 Spring,Full Term,,"This research-based writing workshop is required for all AFVS undergraduate concentrators in the film and visual studies track.For concentrators in the film/video or studio art tracks, this tutorial offers individual instruction in subjects of special interest that cannot be studied in regular courses. Concentrators wishing to take a tutorial in their junior year must find a member of the faculty to advise the project and submit an application to the Director of Undergraduate Studies."
Tutorial - Senior Year (Thesis/Senior Project),AFVS 99A,Saunders,FAS,"Art, Film, and Visual Studies",2019 Fall,Full Term,,"All students wishing to undertake an AFVS 99 project,either a senior thesis or senior project, must have permission of the project adviser, chosen by the student, before being considered. The Director of Undergraduate Studies and the AFVS Honors Board must approve all AFVS 99 projects and theses in advance.  Part one of a two part series."
Tutorial - Senior Year (Thesis/Senior Project),AFVS 99B,Saunders,FAS,"Art, Film, and Visual Studies",2019 Fall,Full Term,,"All students wishing to undertake an AFVS 99 project, ,either a senior thesis or senior project, must have permission of the project adviser, chosen by the student, before being considered.  The Director of Undergraduate Studies and the AFVS Honors Board must approve all AFVS 99 projects and theses in advance.  Part one of a two part series."
Tutorial - Senior Year (Thesis/Senior Project),AFVS 99B,Saunders,FAS,"Art, Film, and Visual Studies",2020 Spring,Full Term,,"All students wishing to undertake an AFVS 99 project, ,either a senior thesis or senior project, must have permission of the project adviser, chosen by the student, before being considered.  The Director of Undergraduate Studies and the AFVS Honors Board must approve all AFVS 99 projects and theses in advance.  Part one of a two part series."
Drawing 2: Model Witness,AFVS 112,Burin,FAS,"Art, Film, and Visual Studies",2019 Fall,Full Term,3:00pm - 5:45pm,"This studio art course foregrounds the medium of drawing, investigating its many potentials, both on and off the page. Drawing is positioned as model and as witness, and as something which carries ideas forward. It is experimental, light and flexible, while maintaining the ability to record direct process or be deeply specific.Students will explore the potential of depicting both literal and metaphorical space, including the space of persona"
"Curating Contemporary Art: Exhibitions, Artists, Institutions, and Audiences",AFVS 118C,Byers,FAS,"Art, Film, and Visual Studies",2020 Spring,Full Term,12:00pm - 2:45pm,"This course introduces the practice and study of curating contemporary art, examining exhibition typologies such as biennials, solo exhibitions, thematic and historical surveys, publications, and public programs; working with living artists; the institutional context of the museum, alternative space, commercial gallery, and performance venue; and questions around audiences and communities. Through exhibition viewings, meetings with curators and artists, and readings and discussion, we will criti"
Post Brush: Studio Course,AFVS 123R,Lemieux,FAS,"Art, Film, and Visual Studies",2020 Spring,Full Term,12:00pm - 2:45pm,"Using the silkscreen printing process, students will create paintings and objects that incorporate images and text found in popular culture. Through slides, videos and informal discussions, students will be introduced to the Pop artists of the 20th century as well as other contemporary artists."
Object Matter of Jellyfish : Sculpture Course,AFVS 132R,Schultz,FAS,"Art, Film, and Visual Studies",2019 Fall,Full Term,9:00am - 11:45am,"Central issues of this studio course will be sculptural representation beyond the human scale and the special relationship between matter and meaning in sculptural production.  The course investigates in the notion of ""the other"" in sculptural production and the possibility of sculpture to involve in different contexts of our time and reality, ranging from the moment when an object is liberated from its original circumstances of production to its continuing life and how it might r"
